Thread  	Address                 	Instruction                     	Result                                  	
0000DEAD	ROM:sub_D2B4+116        	BEQ.W           loc_D502        	                                        	
0000DEAD	ROM:sub_D2B4+11A        	LDR.W           R1, =0x400A5000 	R1=400A5000                             	
0000DEAD	ROM:sub_D2B4+11E        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+120        	BEQ.W           loc_D50E        	                                        	
0000DEAD	ROM:sub_D2B4+124        	LDR.W           R1, =0x400A6000 	R1=400A6000                             	
0000DEAD	ROM:sub_D2B4+128        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+12A        	BEQ.W           loc_D51A        	                                        	
0000DEAD	ROM:sub_D2B4+12E        	LDR.W           R1, =0x400B0000 	R1=400B0000                             	
0000DEAD	ROM:sub_D2B4+132        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+134        	BEQ             loc_D45C        	                                        	
0000DEAD	ROM:sub_D2B4+136        	LDR.W           R1, =unk_400E0000	R1=400E0000                             	
0000DEAD	ROM:sub_D2B4+13A        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+13C        	BEQ.W           loc_D51E        	                                        	
0000DEAD	ROM:sub_D2B4+140        	LDR.W           R1, =0x400E0400 	R1=400E0400                             	
0000DEAD	ROM:sub_D2B4+144        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+146        	BEQ.W           loc_D524        	                                        	
0000DEAD	ROM:sub_D2B4+14A        	LDR.W           R1, =0x400E0800 	R1=400E0800                             	
0000DEAD	ROM:sub_D2B4+14E        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+150        	BEQ.W           loc_D52A        	                                        	
0000DEAD	ROM:sub_D2B4+154        	LDR.W           R1, =0x400E0C00 	R1=400E0C00                             	
0000DEAD	ROM:sub_D2B4+158        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+15A        	BEQ.W           loc_D530        	                                        	
0000DEAD	ROM:sub_D2B4+15E        	LDR.W           R1, =0x400E1000 	R1=400E1000                             	
0000DEAD	ROM:sub_D2B4+162        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+164        	BEQ.W           loc_D536        	                                        	
0000DEAD	ROM:sub_D2B4+168        	LDR.W           R1, =0x400F0000 	R1=400F0000                             	
0000DEAD	ROM:sub_D2B4+16C        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+16E        	BEQ.W           loc_D53C        	                                        	
0000DEAD	ROM:sub_D2B4+172        	LDR.W           R1, =0x400F0400 	R1=400F0400                             	
0000DEAD	ROM:sub_D2B4+176        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+178        	BEQ.W           loc_D542        	                                        	
0000DEAD	ROM:sub_D2B4+17C        	LDR.W           R1, =0x400F0800 	R1=400F0800                             	
0000DEAD	ROM:sub_D2B4+180        	CMP             R0, R1          	                                        	
0000DEAD	ROM:sub_D2B4+182        	BEQ.W           loc_D548        	                                        	
0000DEAD	ROM:sub_D2B4+186        	LDR.W           R1, =0x400F0C00 	R1=400F0C00                             	
0000DEAD	ROM:sub_D2B4+18A        	CMP             R0, R1          	Z=1                                     	
0000DEAD	ROM:sub_D2B4+18C        	BEQ.W           loc_D54E        	                                        	
0000DEAD	ROM:sub_D2B4:loc_D54E   	MOVS            R1, #3          	R1=00000003 Z=0                         	
0000DEAD	ROM:sub_D2B4+29C        	MOVS            R0, #5          	R0=00000005                             	
0000DEAD	ROM:sub_D2B4+29E        	B               loc_D460        	                                        	
0000DEAD	ROM:sub_D2B4:loc_D460   	BL              sub_CD32        	LR=0000D465                             	
0000DEAD	ROM:sub_CD32            	PUSH            {R4-R7}         	SP=20001350 MSP=20001350                	
0000DEAD	ROM:sub_CD32+2          	MRS.W           R2, PRIMASK     	R2=00000000                             	
0000DEAD	ROM:sub_CD32+6          	SUBS            R2, R2, #1      	R2=FFFFFFFF C=0 N=1                     	
0000DEAD	ROM:sub_CD32+8          	SBCS            R2, R2          	                                        	
0000DEAD	ROM:sub_CD32+A          	LSRS            R2, R2, #0x1F   	R2=00000001 C=1 N=0                     	
0000DEAD	ROM:sub_CD32+C          	CPSID           I               	PRIMASK=00000001                        	
0000DEAD	ROM:sub_CD32+E          	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_CD32+12         	LDR.W           R3, =unk_200003A5	R3=200003A5                             	
0000DEAD	ROM:sub_CD32+16         	LDR.W           R7, =unk_400E0058	R7=400E0058                             	
0000DEAD	ROM:sub_CD32+1A         	MOVS            R4, #0          	R4=00000000 Z=1                         	
0000DEAD	ROM:sub_CD32+1C         	STRB            R4, [R3]        	                                        	
0000DEAD	ROM:sub_CD32+1E         	LSLS            R6, R0, #2      	R6=00000014 C=0 Z=0                     	
0000DEAD	ROM:sub_CD32+20         	LDR.W           R4, =0x400E0020 	R4=400E0020                             	
0000DEAD	ROM:sub_CD32+24         	LDR.W           R5, [R4,R0,LSL#2]	R5=0000003F                             	
0000DEAD	ROM:sub_CD32+28         	ADDS            R6, #0x20 ; ' ' 	R6=00000034                             	
0000DEAD	ROM:sub_CD32+2A         	LSLS            R6, R6, #0x16   	R6=0D000000                             	
0000DEAD	ROM:sub_CD32+2C         	LSRS            R6, R6, #0x16   	R6=00000034                             	
0000DEAD	ROM:sub_CD32+2E         	ORR.W           R6, R6, #0xAA000000	R6=AA000034                             	
0000DEAD	ROM:sub_CD32+32         	STR             R6, [R7]        	                                        	
0000DEAD	ROM:sub_CD32+34         	MOVS            R6, #1          	R6=00000001                             	
0000DEAD	ROM:sub_CD32+36         	LSL.W           R1, R6, R1      	R1=00000008                             	
0000DEAD	ROM:sub_CD32+3A         	BIC.W           R1, R5, R1      	R1=00000037                             	
0000DEAD	ROM:sub_CD32+3E         	STR.W           R1, [R4,R0,LSL#2]	                                        	
0000DEAD	ROM:sub_CD32+42         	CBZ             R2, loc_CD7E    	                                        	
0000DEAD	ROM:sub_CD32+44         	STRB            R6, [R3]        	                                        	
0000DEAD	ROM:sub_CD32+46         	DMB.W           SY              	                                        	
0000DEAD	ROM:sub_CD32+4A         	CPSIE           I               	PRIMASK=00000000                        	
0000DEAD	ROM:sub_CD32:loc_CD7E   	POP             {R4-R7}         	R4=400F0C00 R5=20000D78 R6=00000000 R7=00000000 SP=20001360 MSP=20001360	
0000DEAD	ROM:sub_CD32+4E         	BX              LR              	                                        	
0000DEAD	ROM:sub_D2B4:loc_D464   	LDR             R0, =unk_400E0028	R0=400E0028                             	
0000DEAD	ROM:sub_D2B4+1B2        	LDR             R1, [R0]        	R1=00000000                             	
0000DEAD	ROM:sub_D2B4+1B4        	TST.W           R1, #0xB        	Z=1                                     	
0000DEAD	ROM:sub_D2B4+1B8        	BNE             loc_D47A        	                                        	
0000DEAD	ROM:sub_D2B4+1BA        	LDR             R1, [R0,#(unk_400E0040 - 0x400E0028)]	                                        	
0000DEAD	ROM:sub_D2B4+1BC        	LDR             R2, =0xAA000040 	R2=AA000040                             	
0000DEAD	ROM:sub_D2B4+1BE        	STR             R2, [R0,#(unk_400E0058 - 0x400E0028)]	                                        	
0000DEAD	ROM:sub_D2B4+1C0        	LSRS            R1, R1, #7      	                                        	
0000DEAD	ROM:sub_D2B4+1C2        	LSLS            R1, R1, #7      	                                        	
0000DEAD	ROM:sub_D2B4+1C4        	STR             R1, [R0,#(unk_400E0040 - 0x400E0028)]	                                        	
0000DEAD	ROM:sub_D2B4:loc_D47A   	ADD             SP, SP, #4      	SP=20001364 MSP=20001364                	
0000DEAD	ROM:sub_D2B4+1C8        	POP             {PC}            	SP=20001368 MSP=20001368                	
0000DEAD	ROM:sub_F996+124        	MOVS            R0, #1          	R0=00000001 Z=0                         	
0000DEAD	ROM:sub_F996:loc_FABC   	ADD             SP, SP, #4      	SP=2000136C MSP=2000136C                	
0000DEAD	ROM:sub_F996+128        	POP             {R4,R5,PC}      	R4=00000010 SP=20001378 MSP=20001378    	
0000DEAD	ROM:sub_C5E0+1C         	ADD.W           R0, R5, #0x10   	R0=20000D88                             	
0000DEAD	ROM:sub_C5E0+20         	ADD             SP, SP, #4      	SP=2000137C MSP=2000137C                	
0000DEAD	ROM:sub_C5E0+22         	POP.W           {R4,R5,LR}      	R4=00004000 R5=0000004E SP=20001388 LR=0000B10F MSP=20001388	
0000DEAD	ROM:sub_C5E0+26         	B.W             sub_FAC0        	                                        	
0000DEAD	ROM:sub_FAC0            	PUSH            {R4}            	SP=20001384 MSP=20001384                	
0000DEAD	ROM:sub_FAC0+2          	SUB             SP, SP, #4      	SP=20001380 MSP=20001380                	
0000DEAD	ROM:sub_FAC0+4          	LDR             R0, [R0]        	R0=400F0C00                             	
0000DEAD	ROM:sub_FAC0+6          	LDR             R2, =unk_400F0C00	R2=400F0C00                             	
0000DEAD	ROM:sub_FAC0+8          	LDR             R1, [R0]        	R1=00011082                             	
0000DEAD	ROM:sub_FAC0+A          	LDR             R3, [R2]        	R3=00011082                             	
0000DEAD	ROM:sub_FAC0+C          	LSRS            R1, R1, #1      	R1=00008841                             	
0000DEAD	ROM:sub_FAC0+E          	LSLS            R1, R1, #1      	R1=00011082                             	
0000DEAD	ROM:sub_FAC0+10         	LSLS            R3, R3, #0xE    	R3=44208000                             	
0000DEAD	ROM:sub_FAC0+12         	ITE PL                          	IT[3:2]=1 IT[7:4]=5                     	
0000DEAD	ROM:sub_FAC0+14         	MOVPL           R3, #0x46 ; 'F' 	R3=00000046 IT[3:2]=2 IT[7:4]=4         	
0000DEAD	ROM:sub_FAC0+16         	MOVMI           R3, #0xF5       	IT[3:2]=0 IT[7:4]=0                     	
0000DEAD	ROM:sub_FAC0+18         	STR             R3, [SP,#8+var_8]	                                        	
0000DEAD	ROM:sub_FAC0+1A         	LDR             R3, [SP,#8+var_8]	                                        	
0000DEAD	ROM:sub_FAC0+1C         	LSRS            R3, R3, #3      	R3=00000008 C=1                         	
0000DEAD	ROM:sub_FAC0+1E         	STR             R3, [SP,#8+var_8]	                                        	
0000DEAD	ROM:sub_FAC0:loc_FAE0   	LDR             R3, [SP,#8+var_8]	                                        	
0000DEAD	ROM:sub_FAC0+22         	SUBS            R4, R3, #1      	R4=00000007                             	
